X Y A R logL
141.539883227 146.212819074 7.86411390308 8.54698853512 -114821.932919
166.898661352 80.6126702246 9.65544903583 7.16931660495 -114815.903745
31.9305516637 12.2089154354 12.4420930013 5.7497322857 -114813.280005
108.692821643 118.042228491 9.98103016488 7.10857259646 -114813.234995
196.085970801 47.1374398073 10.2982488496 7.72610545509 -114806.642253
46.5398085552 42.4900004246 12.1911854694 5.55869257274 -114787.262548
128.393597492 186.710181727 8.54930976521 8.43379475993 -114781.327219
125.693831436 160.791582777 8.46981737026 7.80095539127 -114771.787823
178.554948496 89.2552773908 9.33920905038 7.6689465447 -114769.050801
60.3461202759 50.7913133689 7.87894013177 8.32234619424 -114768.832566
55.3597626296 92.3596538613 9.60802773945 6.96876329798 -114764.597356
126.513662306 63.1228958709 8.36730614654 7.93784973805 -114751.92005
50.9204399915 125.159001725 12.1491387535 5.55110052115 -114744.64325
184.736457472 167.000010194 10.8998502894 6.14085819669 -114741.895472
136.272084793 154.061373305 11.3713991466 5.77575618366 -114737.882457
137.405719432 80.0433391038 7.37381721387 8.9490960541 -114734.332093
20.4413633281 28.0004611819 11.1034034779 5.94151241142 -114733.23904
18.4959112274 154.343886716 7.91596200211 8.57382988969 -114719.464761
193.692926823 175.720361707 9.5037440183 7.47311735394 -114718.437045
12.5695953178 152.0352601 7.78831382213 8.54496348698 -114709.872094
132.127348671 122.331023466 11.873795884 5.75246228082 -114706.121769
44.7896217226 57.9959043839 8.83699555291 7.35950942154 -114686.222379
64.5957145299 0.923988334012 10.7264149686 7.85817101188 -114680.456505
142.797432427 144.971161463 11.5874503049 5.57067186656 -114674.146913
143.262532723 157.101017812 11.2860648102 5.79744043132 -114662.995968
88.4903018597 12.3421271539 11.2896219487 5.9665206895 -114661.70055
29.8604063679 83.2556803134 8.56250104462 7.70499296268 -114653.765301
174.401563391 139.314719106 12.3790326214 5.29809220713 -114652.98174
144.469109503 16.6965761445 9.86322187091 6.57352062189 -114651.789623
185.432137023 49.7428405863 9.74473009258 6.49948588112 -114640.960865
110.230597005 107.021769649 10.1478395322 6.42967065125 -114636.255259
188.825753129 106.917281134 8.90197001748 7.35951668215 -114635.057603
55.5055357573 131.860983174 9.81274930997 6.62691320884 -114629.276313
66.6065759495 76.403264232 8.67744764128 7.42388144308 -114627.14603
79.7627408361 10.7608001602 8.15022573046 8.19196552715 -114610.45379
173.560627652 129.143298976 8.80497058399 7.08713434823 -114606.912487
153.415325141 21.8869997266 7.91876024283 8.40988305495 -114606.305673
163.700652738 63.8056233484 12.3540665051 5.16809992474 -114599.852078
58.8505232777 157.975524097 11.9219791948 5.54698106796 -114579.728273
156.220971088 22.8939147643 8.35720908465 7.93270759125 -114578.451251
167.32019271 171.967848545 12.0145762877 5.46162399016 -114571.08857
77.0817243193 18.898555806 8.67535130953 7.3585671329 -114570.532353
97.8918377609 194.789919249 10.4335177404 6.81564545134 -114562.17848
191.584608745 157.587773102 8.49064714559 7.8016126342 -114544.478288
195.016061732 112.858843946 11.5131128208 5.86876654231 -114532.63408
141.370399336 168.703371718 7.41837194277 8.77242466723 -114517.439601
2.85844698325 105.976966612 9.97866657443 7.44473543136 -114515.468217
104.814431833 90.5178303328 7.81754301826 7.75469944857 -114508.717834
193.536809988 155.018458918 11.338888865 5.67656066701 -114496.68906
164.864850619 182.133994488 10.5403458619 5.99978313491 -114496.210877
61.0172819763 17.6531140063 9.91897161914 6.26196281264 -114491.394161
114.100550626 174.25378621 12.4338747576 4.82279946973 -114481.172334
18.4654574821 182.723565651 8.0508805023 7.74830652235 -114475.375486
77.8683087959 40.3140832271 9.57141298506 6.41351481172 -114475.104532
76.6581997382 188.007880598 9.9346502981 6.32391690529 -114468.700166
27.6764011306 56.4730231422 10.8506625286 5.77820559571 -114462.555466
165.338989174 138.023181153 11.7347286826 5.19890842871 -114460.444771
12.1323283647 72.1330745366 7.42321499519 8.31443599361 -114459.660653
192.509138168 115.218661739 8.2691852034 7.74358129508 -114451.413702
5.16153661147 146.47091839 11.6044040734 5.29270683493 -114447.809768
176.960851397 168.569182828 10.3496179293 5.90855621919 -114446.293121
44.5100654042 29.3159692063 10.0095131492 8.38297243636 -114442.412448
130.39547517 135.673898424 10.6152233099 5.67149253464 -114439.637222
12.1659107073 44.5108821993 9.66074693811 6.24404824778 -114438.322987
136.946745362 126.185477787 8.68153357756 7.15582595975 -114437.605895
3.08446403917 152.148745631 12.4643471961 5.28850292749 -114434.558341
115.697595131 65.325986349 9.36357467013 6.34448028704 -114431.067583
63.7245362811 54.7806698648 8.29293814592 7.1267715409 -114422.098354
97.4922777613 62.8342484602 7.37805444694 8.39336786372 -114417.664008
11.6894301502 184.587715018 9.60487919067 6.40849398408 -114413.052238
53.4747008898 133.897956033 11.6227193449 5.21235139154 -114402.661528
131.077840795 139.021362678 6.7207416503 8.81103117438 -114392.784698
57.4579851051 152.215584099 11.6060632455 5.24987910994 -114390.728191
197.780102244 40.1740928297 9.38404729105 8.24806948831 -114388.580085
54.5473978535 90.0628947324 8.54054815796 6.93340624621 -114388.021397
138.681098244 182.163054315 11.4309875428 5.31816055963 -114379.196309
153.428708317 109.182850842 7.64514294035 7.76526556533 -114372.65417
5.54313819022 46.2533659896 9.458372428 6.71588224598 -114367.727426
15.4757276249 9.36042256794 11.5927761674 5.07424871844 -114366.140041
1.47141267952 161.388240034 9.0245659615 8.28435124476 -114365.191953
28.9646688836 94.5611817958 8.52497793341 7.12469407518 -114357.432091
137.943977827 42.1173342586 7.17741941501 8.32593263257 -114346.359402
44.6721473087 122.73909887 10.1015804973 5.89644386388 -114342.375316
46.4132289121 60.6671427649 6.66456135068 8.64244769377 -114340.951705
67.761410082 16.0876581249 9.56481417314 6.13194051511 -114336.815882
101.346135003 130.20303042 8.08145892003 7.29977763216 -114336.634707
116.077788548 117.732816573 12.2317692143 4.92351902105 -114327.843114
124.486097087 180.818695336 10.2656471939 5.94614435638 -114321.425679
152.933325747 84.0419212441 10.0214809288 5.94418230274 -114320.07889
79.0190231443 191.904264609 11.4529246142 5.33049508483 -114317.763169
100.234045461 95.2700011484 9.45484904869 6.10081626497 -114316.22289
50.4476519805 8.94415321515 9.09411100203 7.2018733532 -114308.195895
99.584896822 51.3632886835 8.99548098024 6.6939556237 -114307.294066
53.8694584515 151.393929339 11.3681953809 5.09222383529 -114302.089867
159.642686418 195.434972314 8.97981916854 7.3935286153 -114299.646295
181.790573239 73.5683964334 11.6458124347 4.79906830386 -114289.151459
115.561267667 31.5843501749 10.2762237968 5.46561970593 -114285.557284
62.6554246164 159.676171962 8.57288847461 7.02190723836 -114281.836037
196.895774341 14.3161259631 10.8701639855 6.06347584452 -114278.758011
102.007298051 196.070077577 10.6058583982 6.24582740933 -114275.484493
67.4371266222 73.9843126148 8.04995192233 7.04194222664 -114269.152616
109.013639473 27.9012747776 7.83390918309 7.30144442719 -114259.872751
60.746498717 149.747275028 12.052510206 4.8762663446 -114256.86817
49.3314909469 131.617956294 11.0356689434 5.22901442215 -114253.618447
41.4981380254 188.95003746 8.68742451625 6.37891849003 -114241.468441
92.9164207163 5.07390599954 10.8301430671 5.58954695274 -114236.961635
132.888840157 39.9086669634 9.67950066862 5.84611404892 -114236.47395
41.5185464071 123.839538844 11.2775319097 5.04474406455 -114233.008155
93.0995907914 158.631059113 7.42487004699 7.77943206742 -114223.80079
108.898540263 83.5517123243 6.1388151742 8.85303472189 -114217.064891
101.19655641 38.7754855236 7.43181083629 8.01977151671 -114209.368699
88.4950353471 71.7254023113 7.09284955524 7.76991591069 -114209.336387
179.642973406 198.544489749 9.297891457 8.25908759244 -114208.892
4.6649594152 60.2111269786 11.3790647511 5.144200723 -114204.007472
55.6264836902 6.70130191385 12.3672993482 4.66467509003 -114202.593363
188.821917566 107.910047993 9.85801505259 5.64325000347 -114199.088286
63.6562985854 98.7611580373 9.33352247018 5.97581144876 -114197.909502
67.0350702487 105.424946163 6.59836077098 8.38842951102 -114196.2991
46.3049790948 40.5649505683 8.36693485736 6.81453895199 -114193.369172
40.1560080096 5.24494705475 8.12266918363 8.24025577502 -114192.638591
68.3466630772 60.5676658331 8.00825433013 6.80901541902 -114192.321054
123.959870812 54.0260805803 11.9761788285 4.65955794291 -114192.031592
39.5497591534 194.569657809 7.85303843283 7.54757765194 -114190.27786
50.4198115743 91.7369465988 8.15816912869 6.76139585236 -114190.168086
97.9806603439 105.083633368 6.89040396566 8.64315171844 -114187.312499
184.891332757 96.4874715638 7.19532094112 8.10248134895 -114183.579874
103.173348799 24.6277886379 8.37536080381 6.73241890949 -114180.090194
134.596679393 23.4257631004 7.71377189353 6.95863078462 -114176.696704
40.2330386403 104.935120543 6.43952480404 8.64694871105 -114175.868142
40.7815933947 75.0405284765 10.1898540247 5.35228671618 -114173.534811
114.599796697 125.157245063 7.49747200441 7.48809000707 -114162.857329
94.149531258 98.7747996423 12.2611526599 4.47255955886 -114160.453041
85.9433497753 190.920116168 9.07394244775 6.39455227525 -114160.205778
37.099999147 64.4467004073 12.3238935106 4.4820125819 -114143.934942
83.3470061274 51.5333484525 10.878174519 5.01281324648 -114135.318563
121.733998915 40.2831644459 9.95423617536 5.33071559931 -114132.697106
195.678033192 96.0949620653 8.90909123971 7.07236795981 -114128.817259
104.328717472 170.196521137 7.70921849586 7.03123984128 -114127.816694
122.323183076 115.786799796 6.64811462581 8.42909687285 -114122.344544
18.2021073125 145.539720844 8.12070299572 6.50290644967 -114117.529425
72.0808867804 40.2991637309 9.52774101182 5.59892141748 -114113.552261
169.423462315 164.987431519 6.93987668892 8.1952805736 -114112.491152
24.176807611 81.9186279457 9.51057352362 5.71297621868 -114108.322191
160.929102835 194.001700694 7.15719918542 8.40973924752 -114107.162355
4.16455046341 148.748859953 9.77960947044 5.69021740701 -114106.594518
173.831350808 11.5329309648 6.34959782618 8.34834099207 -114106.320304
117.561107287 188.784610511 7.37021921883 7.72872235871 -114102.301041
45.2798784815 151.276357921 11.3691683368 4.65604201725 -114101.412474
107.189032799 6.31568549485 12.3211940754 4.43100333792 -114099.722399
162.195670359 71.077797348 9.78968495879 5.54823003717 -114097.252699
93.9463300085 182.073765007 9.41925865967 5.73934303868 -114096.30071
32.9069087868 73.9377878953 7.8257777885 6.79377592239 -114095.202395
155.492167762 30.0048151181 11.8114450589 4.9062035183 -114094.065244
66.2248936821 65.9412802604 7.89069565027 6.56908224315 -114091.302402
150.56260603 22.3364301559 6.28053763593 8.77610181876 -114087.66854
42.9388068153 44.4550755348 7.38057460658 7.23476674545 -114082.524924
97.2780874644 192.82717224 9.04259332671 6.23595036131 -114082.105234
18.9112027827 134.129544662 6.4523920722 8.3331732839 -114081.905185
54.1440949977 18.2100200355 12.2654707311 4.55042506577 -114073.828401
107.016205997 70.0922393033 10.7373230106 4.97457282183 -114070.977539
60.4885811819 9.02725766022 9.07974534441 5.88345860369 -114069.064515
199.155123226 148.195565644 10.5141234257 6.86904118026 -114067.001214
148.732147488 114.684251224 10.1225732427 5.19433923084 -114064.606518
23.3935099537 26.3852618999 7.35927458333 7.18494102646 -114061.040162
124.876091088 114.03446583 9.96590182823 5.44430130153 -114059.636394
165.367707702 147.76784703 6.01420734456 8.96607718154 -114056.557219
180.508381009 78.5715793727 11.4687153782 4.63666077012 -114054.171088
117.142468673 7.97505628191 8.51721665892 6.08041476618 -114051.786283
133.428521812 181.508207083 9.46023052871 5.88206750731 -114051.621854
93.2981492449 57.1328893975 9.22881430016 5.7944131933 -114050.802747
168.809443424 185.216320845 7.33520100059 7.17405456065 -114050.65117
166.056625641 121.251856005 5.69299627327 8.89306451235 -114046.00516
141.984535166 35.4968774232 8.63452337311 6.1838207046 -114044.96726
115.005161855 126.334870629 8.94896343149 5.88797835129 -114034.816772
77.7487407637 190.167673865 10.9332975586 4.8580601889 -114033.441676
26.8343628584 83.173561697 11.0660933059 4.75153315558 -114028.277253
47.253485351 109.335434144 7.41272574793 7.05647938335 -114026.429772
57.0566609068 143.578359463 6.600517142 7.97641029084 -114022.894287
60.8421318654 85.1207048525 7.88078923679 6.5017102965 -114022.530696
86.8241743898 66.7602259075 6.63709454467 7.67956717301 -114018.376946
193.404602535 45.542447076 7.77781440024 6.92116580037 -114011.466178
32.5431920493 50.4462137484 8.10242435896 6.48728754084 -114008.580135
193.765991549 87.1967266417 11.5388933228 4.61591049194 -114003.75811
38.0683001594 80.6103651945 7.33692551528 6.85234137177 -114000.858824
148.644267969 0.229887949752 9.0722604372 7.42812931566 -113998.834265
121.448060656 41.4952240933 10.4764991624 4.74923120191 -113997.974194
155.515308255 197.890051556 8.65838034259 7.57179502238 -113997.233234
38.4082490278 139.156706286 6.93332740254 7.39155025013 -113990.89605
106.718657274 172.74357686 12.1957270201 4.14827648718 -113988.482755
58.9742137441 13.4305721213 6.95317583348 7.6725720093 -113988.467011
195.865050354 34.8246332094 7.62686779463 7.88629731834 -113987.643447
47.5354610105 116.817456751 5.97865163235 8.55028740465 -113985.864746
74.1687226155 154.957195992 9.4293631945 5.34215755247 -113983.144394
172.092841972 53.9810440013 12.4100782004 3.97637670723 -113980.858724
52.8359900438 23.5389189881 7.85356439337 8.36678415061 -113980.415535
19.3920456888 55.3400690679 10.0780885504 4.98795193687 -113980.361357
4.45823543825 53.6037240148 11.1474087018 4.7973369855 -113977.614761
197.761176647 16.0197544729 7.24115378798 8.72548100647 -113970.767288
98.7633892937 144.19370458 8.43712477767 6.09928281119 -113965.766226
76.2097213639 116.968803334 7.22884159269 6.90379427103 -113957.765037
71.5381579753 145.710108223 12.3488270665 4.00293895801 -113955.829077
21.512143586 125.401090381 11.5751666811 4.47495431871 -113952.251076
139.125457567 32.718426947 5.97685787023 8.44645584567 -113951.317754
75.5757124974 54.6864354803 8.58222723324 5.78966353456 -113950.111623
114.961542671 156.788640434 10.7823489096 4.597312306 -113948.794358
0.30989866826 92.1832237183 10.7771127092 5.90432213139 -113946.90451
187.75219815 195.390058285 7.08222904791 8.25982992049 -113944.681934
7.99260055818 61.7083405727 7.27302857609 6.95209369706 -113943.138057
18.2387047303 184.046275391 7.10932300807 7.01443465095 -113942.13653
77.6820796839 165.877509093 7.06476550737 7.0770254516 -113937.357294
131.703106247 0.587043057079 9.73954404266 6.34446918701 -113935.827761
127.558255375 86.0494612403 5.57741098516 8.4913176645 -113933.895067
118.773484818 82.0219358391 11.0704421103 4.33234596083 -113933.858806
144.036769291 76.4252466088 6.70457234275 7.20594394617 -113932.287148
151.54845072 45.6247287375 6.6024088368 7.85157599792 -113932.161566
194.775322332 58.9550134295 8.10211489907 6.66016762547 -113931.990138
62.5503203676 174.943449794 11.0088307737 4.42169778759 -113931.43262
101.116126818 9.26293373212 11.2907540791 4.48169019226 -113925.025645
57.6815994568 9.14082591726 11.0975162548 4.50966198803 -113921.752635
188.247806482 35.1134539747 8.6326658039 5.75087438028 -113921.139846
192.668210397 84.011359954 6.40447756292 8.7375676468 -113919.45411
73.2644991474 50.5865611673 6.90872680343 7.02844172519 -113918.988504
131.636589316 136.488607624 6.0889232549 7.90605985765 -113917.166697
87.0295473544 149.599274722 12.1065347476 4.04769926489 -113915.07909
188.801664383 128.774438639 11.2453064464 4.42699282433 -113913.457104
10.2829671777 22.1086381839 9.10217946338 5.00609703778 -113910.736065
147.605197213 8.9673815548 9.66614985022 4.94391666491 -113908.247082
173.196448608 102.568291772 6.16256120381 7.83475121999 -113907.484931
183.737431506 118.75712258 9.75861097239 4.8049770746 -113903.838913
29.0522809261 127.81221549 6.31863335313 7.84888640006 -113902.395076
125.677431764 155.576430288 8.52354538128 5.5797223666 -113901.509488
36.3448612437 113.029965129 7.07264472221 6.82650673463 -113900.393405
28.4260266762 144.755826538 5.9918779659 8.29423961565 -113899.693009
15.0206306997 118.389356072 6.08621099099 8.21665987741 -113894.81493
29.7256268158 12.400680997 6.97760053457 7.53128139411 -113892.424925
104.757593809 176.212052077 8.24949022548 6.02690526259 -113891.306313
99.4324009832 21.1080982121 7.56732485204 6.54588241991 -113890.395358
192.934632259 104.281739267 6.90608886145 7.42755798755 -113890.291884
191.242690728 48.0285956609 6.35704611327 7.69338685903 -113887.186837
158.453958529 71.0798523935 7.48214278251 6.53616222885 -113886.059427
147.323660854 136.823316592 6.36871785517 7.39613702854 -113885.450528
87.0149697775 144.623614581 6.14277001748 7.70377283497 -113885.010681
68.9014602668 171.349465578 11.7910877239 4.06383833379 -113884.727315
185.314513242 14.7395676071 5.55376513389 8.51224680186 -113884.145505
30.4504242567 195.449927045 9.44401761959 5.37582619003 -113883.447911
132.9796709 27.0373159564 11.5687668414 4.03462210173 -113881.413506
15.9019063078 68.1252406129 9.91566023815 4.81221435909 -113881.102259
114.193512429 189.802203096 8.29444191679 6.08550371675 -113878.063468
9.132672062 72.046888601 6.33894846833 7.65232582939 -113878.016379
160.042966029 145.043886793 9.41226041936 5.03997125595 -113875.194487
132.167720975 172.543940035 5.58586933418 8.46159350561 -113873.083816
62.4702817963 58.2151824464 5.19023142822 8.80456285802 -113872.521984
168.89164319 45.5612168313 10.4031580392 4.41841127668 -113866.889891
94.5808569668 181.799689377 7.96075410805 6.07187926337 -113863.367124
39.4921014421 151.122486873 7.5929189061 6.55862082973 -113856.18147
18.6737261835 16.7497164515 7.02551591742 6.46513881257 -113853.883653
37.2684843003 7.4145435918 7.48876034591 7.12831774021 -113853.174873
163.755775161 47.2440535916 5.35056157836 8.89379545735 -113851.357858
91.4368036627 156.181520431 8.20217697295 5.91272058838 -113851.016687
39.4845468691 136.000109829 7.10534792705 6.6840064928 -113848.378298
31.3063599979 130.193029694 9.27172122396 5.06314058836 -113845.66863
43.2352917103 180.159014663 8.41707661946 5.47706245279 -113841.553905
96.3268555995 166.524262422 5.5984569822 8.54988469607 -113838.612339
13.6051897892 163.81735364 11.6379926295 3.93903532176 -113837.528662
47.1109437728 133.132625084 6.09970001937 7.75906392163 -113837.415042
107.909836376 12.9181382535 6.55381940412 7.29972746486 -113836.894547
99.241939635 191.092018442 7.53372079091 6.50346563797 -113832.57723
184.380967878 180.155064689 6.96432948038 6.5874867753 -113832.214918
32.5161537271 58.4946564414 7.61720043244 6.34545228815 -113830.812118
11.1357843311 188.231695856 5.58004740974 8.75061962694 -113830.120496
18.5218896858 128.48149126 9.11316946612 5.27330646344 -113827.832982
22.5439620528 66.0113428383 7.795255528 5.97195058472 -113827.629958
120.328235576 188.132608842 7.44025045181 6.64014623131 -113827.627398
153.525547814 131.240093419 7.50148009201 6.10835537917 -113827.036354
